x_val,y_val,seed,mean_lpay
0.2857,0.1000,53,-22.9503
0.2857,0.1000,160,-26.2992
0.2857,0.1000,1031,-24.9002
0.0000,0.1500,42,49.4931
0.0000,0.1500,123,45.4187
0.0000,0.1500,777,50.0296
0.0000,0.1500,999,50.1824
0.0000,0.1500,2024,47.0110
0.0000,0.1500,314,46.7950
0.0000,0.1500,1066,48.8808
0.0000,0.1500,53,47.8531
0.0000,0.1500,160,47.8370
0.0000,0.1500,1031,46.6937
0.4286,0.1000,42,-53.3266
0.4286,0.1000,123,-50.7907
0.4286,0.1000,777,-45.7396
0.4286,0.1000,999,-51.0672
0.4286,0.1000,2024,-48.6480
0.4286,0.1000,314,-42.4987
0.4286,0.1000,1066,-47.9809
0.4286,0.1000,53,-50.8037
0.4286,0.1000,160,-39.1208
0.4286,0.1000,1031,-45.0165
0.0714,0.1500,42,31.2969
0.0714,0.1500,123,25.1290
0.0714,0.1500,777,28.1226
0.0714,0.1500,999,29.7281
0.0714,0.1500,2024,26.0633
0.0714,0.1500,314,26.0419
0.0714,0.1500,1066,29.6960
0.0714,0.1500,53,27.3277
0.0714,0.1500,160,34.9384
0.0714,0.1500,1031,24.9728
0.1429,0.1500,42,13.1270
0.1429,0.1500,123,14.5136
0.1429,0.1500,777,7.3938
0.1429,0.1500,999,4.5039
0.1429,0.1500,2024,13.5250
0.1429,0.1500,314,11.2519
0.1429,0.1500,1066,12.7735
0.1429,0.1500,53,13.3558
0.1429,0.1500,160,13.3002
0.1429,0.1500,1031,9.0061
0.2143,0.1500,42,-0.8136
0.2143,0.1500,123,1.2908
0.2143,0.1500,777,-3.5646
0.2143,0.1500,999,0.5383
0.2143,0.1500,2024,-6.7847
0.2143,0.1500,314,-3.2177
0.2143,0.1500,1066,-12.4592
0.2143,0.1500,53,-1.0907
0.2143,0.1500,160,-0.5606
0.2143,0.1500,1031,3.7045
0.5000,0.1000,42,-50.4181
0.5000,0.1000,123,-69.3518
0.5000,0.1000,777,-58.6080
0.5000,0.1000,999,-99.7993
0.5000,0.1000,2024,-57.9095
0.5000,0.1000,314,-49.8057
0.5000,0.1000,1066,-61.6260
0.5000,0.1000,53,-63.2185
0.5000,0.1000,160,-73.7980
0.5000,0.1000,1031,-60.2976
0.0000,0.2000,42,61.1632
0.0000,0.2000,123,61.1543
0.0000,0.2000,777,61.1568
0.0000,0.2000,999,61.1564
0.0000,0.2000,2024,61.1646
0.0000,0.2000,314,61.1634
0.0000,0.2000,1066,61.1573
0.0000,0.2000,53,61.1642
0.0000,0.2000,160,61.1714
0.0000,0.2000,1031,61.1598
0.2857,0.1500,42,-31.9494
0.2857,0.1500,123,-24.0947
0.2857,0.1500,777,-22.9449
0.2857,0.1500,999,-11.7457
0.2857,0.1500,2024,-21.5345
0.2857,0.1500,314,-25.0849
0.2857,0.1500,1066,-11.6113
0.2857,0.1500,53,-26.9865
0.2857,0.1500,160,-13.1869
0.2857,0.1500,1031,-17.5189
0.3571,0.1500,42,-27.9228
0.3571,0.1500,123,-27.4207
0.3571,0.1500,777,-31.9754
0.3571,0.1500,999,-29.8148
0.3571,0.1500,2024,-36.7634
0.3571,0.1500,314,-27.3659
0.3571,0.1500,1066,-25.3835
0.3571,0.1500,53,-14.2384
0.3571,0.1500,160,-32.7807
0.3571,0.1500,1031,-32.5866
0.4286,0.1500,42,-52.4966
0.4286,0.1500,123,-56.1648
0.4286,0.1500,777,-40.2179
0.4286,0.1500,999,-70.9838
0.4286,0.1500,2024,-66.5660
0.4286,0.1500,314,-43.6302
0.4286,0.1500,1066,-39.1662
0.4286,0.1500,53,-33.5614
0.4286,0.1500,160,-40.5913
0.4286,0.1500,1031,-41.1341
0.5000,0.1500,42,-51.6915
0.5000,0.1500,123,-50.2072
0.5000,0.1500,777,-50.1598
0.5000,0.1500,999,-76.9451
0.5000,0.1500,2024,-63.4405
0.5000,0.1500,314,-65.6816
0.5000,0.1500,1066,-57.0109
0.5000,0.1500,53,-13.2672
0.5000,0.1500,160,-68.2131
0.5000,0.1500,1031,-24.4077
0.0714,0.2000,42,38.1740
0.0714,0.2000,123,35.4127
0.0714,0.2000,777,43.7161
0.0714,0.2000,999,40.0494
0.0714,0.2000,2024,44.0461
0.0714,0.2000,314,53.6402
0.0714,0.2000,1066,36.2594
0.0714,0.2000,53,38.2545
0.0714,0.2000,160,36.9011
0.0714,0.2000,1031,29.6158
0.2143,0.2000,42,10.8094
0.2143,0.2000,123,4.6913
0.2143,0.2000,777,13.3459
0.2143,0.2000,999,7.1413
0.2143,0.2000,2024,-3.4517
0.2143,0.2000,314,-7.9157
0.2143,0.2000,1066,-0.1441
0.2143,0.2000,53,-1.8575
0.2143,0.2000,160,6.1253
0.2143,0.2000,1031,7.2888
0.1429,0.2000,42,21.3094
0.1429,0.2000,123,28.5271
0.1429,0.2000,777,23.2423
0.1429,0.2000,999,9.0858
0.1429,0.2000,2024,32.2717
0.1429,0.2000,314,19.8319
0.1429,0.2000,1066,29.0393
0.1429,0.2000,53,23.4856
0.1429,0.2000,160,19.1890
0.1429,0.2000,1031,23.8809
0.2857,0.2000,42,-3.1279
0.2857,0.2000,123,12.3951
0.2857,0.2000,777,-22.7048
0.2857,0.2000,999,-13.1466
0.2857,0.2000,2024,-18.1295
0.2857,0.2000,314,-7.7406
0.2857,0.2000,1066,-29.9650
0.2857,0.2000,53,-5.5665
0.2857,0.2000,160,-6.5610
0.2857,0.2000,1031,6.6272
0.3571,0.2000,42,-36.3492
0.3571,0.2000,123,-16.6334
0.3571,0.2000,777,-19.2274
0.3571,0.2000,999,-11.9498
0.3571,0.2000,2024,-18.3757
0.3571,0.2000,314,-14.5177
0.3571,0.2000,1066,-29.3886
0.3571,0.2000,53,-24.1308
0.3571,0.2000,160,-15.0370
0.3571,0.2000,1031,-14.1694
0.4286,0.2000,42,-26.6887
0.4286,0.2000,123,-40.0624
0.4286,0.2000,777,-41.6202
0.4286,0.2000,999,-45.3609
0.4286,0.2000,2024,-54.7268
0.4286,0.2000,314,-23.0196
0.4286,0.2000,1066,-29.5108
0.4286,0.2000,53,-34.7869
0.4286,0.2000,160,-55.3909
0.4286,0.2000,1031,-24.9125
0.5000,0.2000,42,-33.8725
0.5000,0.2000,123,-41.9205
0.5000,0.2000,777,-38.9962
0.5000,0.2000,999,-67.9632
0.5000,0.2000,2024,-45.9786
0.5000,0.2000,314,-48.5862
0.5000,0.2000,1066,-46.0439
0.5000,0.2000,53,-48.8894
0.5000,0.2000,160,-61.9449
0.5000,0.2000,1031,-61.0810
0.0000,0.2500,42,69.6866
0.0000,0.2500,123,69.5859
0.0000,0.2500,777,69.6776
0.0000,0.2500,999,69.6082
0.0000,0.2500,2024,69.6743
0.0000,0.2500,314,69.6624
0.0000,0.2500,1066,69.6892
0.0000,0.2500,53,69.6908
0.0000,0.2500,160,69.6959
0.0000,0.2500,1031,69.6893
0.0714,0.2500,42,50.1870
0.0714,0.2500,123,56.6333
0.0714,0.2500,777,65.7070
0.0714,0.2500,999,50.7557
0.0714,0.2500,2024,66.3559
0.0714,0.2500,314,44.0434
0.0714,0.2500,1066,63.4534
0.0714,0.2500,53,59.9326
0.0714,0.2500,160,45.6565
0.0714,0.2500,1031,47.4003
0.1429,0.2500,42,21.8609
0.1429,0.2500,123,12.4336
0.1429,0.2500,777,34.0669
0.1429,0.2500,999,27.1641
0.1429,0.2500,2024,46.0177
0.1429,0.2500,314,31.5360
0.1429,0.2500,1066,20.2684
0.1429,0.2500,53,47.2885
0.1429,0.2500,160,33.6538
0.1429,0.2500,1031,28.6751
0.2143,0.2500,42,8.0250
0.2143,0.2500,123,3.4134
0.2143,0.2500,777,25.1304
0.2143,0.2500,999,15.3535
0.2143,0.2500,2024,17.0740
0.2143,0.2500,314,13.5389
0.2143,0.2500,1066,-2.2965
0.2143,0.2500,53,-2.0126
0.2143,0.2500,160,14.7478
0.2143,0.2500,1031,14.3539
0.2857,0.2500,42,-4.0104
0.2857,0.2500,123,4.7441
0.2857,0.2500,777,1.8273
0.2857,0.2500,999,1.3365
0.2857,0.2500,2024,1.0520
0.2857,0.2500,314,0.1050
0.2857,0.2500,1066,-4.8281
0.2857,0.2500,53,12.9091
0.2857,0.2500,160,25.9526
0.2857,0.2500,1031,4.3006
0.3571,0.2500,42,-19.4100
0.3571,0.2500,123,-9.8307
0.3571,0.2500,777,-10.2844
0.3571,0.2500,999,-32.1267
0.3571,0.2500,2024,-11.8436
0.3571,0.2500,314,-11.0342
0.3571,0.2500,1066,-11.5186
0.3571,0.2500,53,4.4907
0.3571,0.2500,160,-34.5338
0.3571,0.2500,1031,-28.0504
0.4286,0.2500,42,-19.7180
0.4286,0.2500,123,-23.4797
0.4286,0.2500,777,-24.0754
0.4286,0.2500,999,-37.4275
0.4286,0.2500,2024,-26.2726
0.4286,0.2500,314,-28.3441
0.4286,0.2500,1066,-48.8071
0.4286,0.2500,53,-25.2038
0.4286,0.2500,160,-33.7844
0.4286,0.2500,1031,-21.0995
0.0000,0.3000,42,76.1904
0.0000,0.3000,123,76.1634
0.0000,0.3000,777,76.1281
0.0000,0.3000,999,76.1886
0.0000,0.3000,2024,76.2070
0.0000,0.3000,314,76.2128
0.0000,0.3000,1066,74.0043
0.0000,0.3000,53,76.2118
0.0000,0.3000,160,76.1953
0.0000,0.3000,1031,76.1992
0.5000,0.2500,42,-48.5686
0.5000,0.2500,123,-53.5367
0.5000,0.2500,777,-34.1940
0.5000,0.2500,999,-69.4169
0.5000,0.2500,2024,-37.7548
0.5000,0.2500,314,-32.2489
0.5000,0.2500,1066,-38.4378
0.5000,0.2500,53,-53.4736
0.5000,0.2500,160,-43.6306
0.5000,0.2500,1031,-46.3043
0.0714,0.3000,42,58.8564
0.0714,0.3000,123,54.9941
0.0714,0.3000,777,61.7836
0.0714,0.3000,999,59.5198
0.0714,0.3000,2024,54.2898
0.0714,0.3000,314,57.1471
0.0714,0.3000,1066,71.3101
0.0714,0.3000,53,61.5065
0.0714,0.3000,160,60.9549
0.0714,0.3000,1031,58.0705
0.1429,0.3000,42,43.5617
0.1429,0.3000,123,40.6392
0.1429,0.3000,777,36.5990
0.1429,0.3000,999,42.0277
0.1429,0.3000,2024,44.5770
0.1429,0.3000,314,38.4566
0.1429,0.3000,1066,39.4888
0.1429,0.3000,53,26.7311
0.1429,0.3000,160,40.7413
0.1429,0.3000,1031,45.2169
0.2143,0.3000,42,14.4117
0.2143,0.3000,123,11.9934
0.2143,0.3000,777,32.2005
0.2143,0.3000,999,20.6669
0.2143,0.3000,2024,23.6419
0.2143,0.3000,314,24.3998
0.2143,0.3000,1066,14.7736
0.2143,0.3000,53,19.2015
0.2143,0.3000,160,19.2136
0.2143,0.3000,1031,25.2812
0.2857,0.3000,42,0.2281
0.2857,0.3000,123,12.3340
0.2857,0.3000,777,9.2928
0.2857,0.3000,999,-13.1115
0.2857,0.3000,2024,1.2197
0.2857,0.3000,314,12.6747
0.2857,0.3000,1066,-0.7764
0.2857,0.3000,53,-7.7872
0.2857,0.3000,160,-1.0407
0.2857,0.3000,1031,-0.4831
0.3571,0.3000,42,-15.9767
0.3571,0.3000,123,-2.3732
0.3571,0.3000,777,5.9521
0.3571,0.3000,999,-30.8493
0.3571,0.3000,2024,-6.7446
0.3571,0.3000,314,-28.0751
0.3571,0.3000,1066,-2.8736
0.3571,0.3000,53,-14.9872
0.3571,0.3000,160,-18.2330
0.3571,0.3000,1031,-35.6230
0.4286,0.3000,42,-31.3380
0.4286,0.3000,123,-30.4688
0.4286,0.3000,777,-14.8507
0.4286,0.3000,999,-23.1076
0.4286,0.3000,2024,-10.7728
0.4286,0.3000,314,-32.0864
0.4286,0.3000,1066,1.8797
0.4286,0.3000,53,-2.8154
0.4286,0.3000,160,-9.3073
0.4286,0.3000,1031,-36.0308
0.0000,0.3500,42,80.9876
0.0000,0.3500,123,81.0203
0.0000,0.3500,777,80.9839
0.0000,0.3500,999,80.2523
0.0000,0.3500,2024,81.0281
0.0000,0.3500,314,81.0004
0.0000,0.3500,1066,80.9236
0.0000,0.3500,53,81.0186
0.0000,0.3500,160,81.0137
0.0000,0.3500,1031,81.0224
0.5000,0.3000,42,-26.8603
0.5000,0.3000,123,-21.8290
0.5000,0.3000,777,-39.1134
0.5000,0.3000,999,-33.6296
0.5000,0.3000,2024,-27.7963
0.5000,0.3000,314,-46.5595
0.5000,0.3000,1066,-24.3624
0.5000,0.3000,53,-21.0079
0.5000,0.3000,160,-26.2324
0.5000,0.3000,1031,-23.9542
0.0714,0.3500,42,61.7354
0.0714,0.3500,123,62.8903
0.0714,0.3500,777,68.1471
0.0714,0.3500,999,60.6510
0.0714,0.3500,2024,64.8116
0.0714,0.3500,314,60.1044
0.0714,0.3500,1066,61.7963
0.0714,0.3500,53,59.8596
0.0714,0.3500,160,66.4517
0.0714,0.3500,1031,64.9067
0.1429,0.3500,42,44.3609
0.1429,0.3500,123,34.5504
0.1429,0.3500,777,43.5162
0.1429,0.3500,999,37.7511
0.1429,0.3500,2024,52.9591
0.1429,0.3500,314,48.9542
0.1429,0.3500,1066,43.1282
0.1429,0.3500,53,38.6153
0.1429,0.3500,160,38.0082
0.1429,0.3500,1031,44.4734
0.2143,0.3500,42,19.9386
0.2143,0.3500,123,9.3739
0.2143,0.3500,777,34.2348
0.2143,0.3500,999,10.5972
0.2143,0.3500,2024,27.3699
0.2143,0.3500,314,30.4160
0.2143,0.3500,1066,27.0892
0.2143,0.3500,53,32.2103
0.2143,0.3500,160,12.4858
0.2143,0.3500,1031,10.8124
0.2857,0.3500,42,6.3060
0.2857,0.3500,123,-7.7315
0.2857,0.3500,777,19.2735
0.2857,0.3500,999,14.5485
0.2857,0.3500,2024,16.2781
0.2857,0.3500,314,19.5125
0.2857,0.3500,1066,20.6742
0.2857,0.3500,53,-6.9434
0.2857,0.3500,160,10.3243
0.2857,0.3500,1031,2.6571
0.3571,0.3500,42,-4.4046
0.3571,0.3500,123,-8.6455
0.3571,0.3500,777,-2.6681
0.3571,0.3500,999,-12.6220
0.3571,0.3500,2024,1.1149
0.3571,0.3500,314,-18.5496
0.3571,0.3500,1066,23.1299
0.3571,0.3500,53,-3.9336
0.3571,0.3500,160,-1.5371
0.3571,0.3500,1031,0.1647
0.0000,0.4000,42,84.3165
0.0000,0.4000,123,84.3176
0.0000,0.4000,777,84.1793
0.0000,0.4000,999,84.3144
0.0000,0.4000,2024,84.3327
0.0000,0.4000,314,84.3146
0.0000,0.4000,1066,84.3069
0.0000,0.4000,53,83.6135
0.0000,0.4000,160,84.3366
0.0000,0.4000,1031,84.2253
0.4286,0.3500,42,-5.5263
0.4286,0.3500,123,-26.1323
0.4286,0.3500,777,-41.1506
0.4286,0.3500,999,-8.1793
0.4286,0.3500,2024,-28.2142
0.4286,0.3500,314,-6.6060
0.4286,0.3500,1066,-38.6671
0.4286,0.3500,53,-22.4177
0.4286,0.3500,160,-6.8546
0.4286,0.3500,1031,-25.1465
0.5000,0.3500,42,-12.6903
0.5000,0.3500,123,-18.7470
0.5000,0.3500,777,-9.5654
0.5000,0.3500,999,-11.5289
0.5000,0.3500,2024,-9.6179
0.5000,0.3500,314,-32.8842
0.5000,0.3500,1066,-38.2277
0.5000,0.3500,53,-15.2220
0.5000,0.3500,160,-28.6277
0.5000,0.3500,1031,-27.3914
0.0714,0.4000,42,64.8013
0.0714,0.4000,123,66.9170
0.0714,0.4000,777,66.3672
0.0714,0.4000,999,67.5954
0.0714,0.4000,2024,62.8688
0.0714,0.4000,314,72.0810
0.0714,0.4000,1066,60.0923
0.0714,0.4000,53,62.4128
0.0714,0.4000,160,80.4648
0.0714,0.4000,1031,64.2727
0.1429,0.4000,42,51.9104
0.1429,0.4000,123,46.1397
0.1429,0.4000,777,42.6388
0.1429,0.4000,999,42.7393
0.1429,0.4000,2024,37.9602
0.1429,0.4000,314,40.9564
0.1429,0.4000,1066,36.6765
0.1429,0.4000,53,43.5373
0.1429,0.4000,160,46.6334
0.1429,0.4000,1031,48.4984
0.2143,0.4000,42,29.9443
0.2143,0.4000,123,35.2981
0.2143,0.4000,777,28.3422
0.2143,0.4000,999,47.5478
0.2143,0.4000,2024,27.5680
0.2143,0.4000,314,35.2695
0.2143,0.4000,1066,40.0471
0.2143,0.4000,53,11.4399
0.2143,0.4000,160,27.9437
0.2143,0.4000,1031,27.2470
0.2857,0.4000,42,16.1799
0.2857,0.4000,123,15.6688
0.2857,0.4000,777,16.2018
0.2857,0.4000,999,9.3015
0.2857,0.4000,2024,-6.5565
0.2857,0.4000,314,10.7164
0.2857,0.4000,1066,0.6643
0.2857,0.4000,53,28.6170
0.2857,0.4000,160,-11.6710
0.2857,0.4000,1031,-1.2181
0.3571,0.4000,42,4.5237
0.3571,0.4000,123,1.5687
0.3571,0.4000,777,-1.6877
0.3571,0.4000,999,3.2134
0.3571,0.4000,2024,-25.8750
0.3571,0.4000,314,-29.5327
0.3571,0.4000,1066,-3.2724
0.3571,0.4000,53,5.4250
0.3571,0.4000,160,-21.1479
0.3571,0.4000,1031,5.7449
0.4286,0.4000,42,-29.1288
0.4286,0.4000,123,-16.9805
0.4286,0.4000,777,-19.4619
0.4286,0.4000,999,-32.8871
0.4286,0.4000,2024,-5.8435
0.4286,0.4000,314,2.6960
0.4286,0.4000,1066,-11.7405
0.4286,0.4000,53,-20.0820
0.4286,0.4000,160,8.9239
0.4286,0.4000,1031,6.5474
0.5000,0.4000,42,-19.9396
0.5000,0.4000,123,-10.1379
0.5000,0.4000,777,-12.6301
0.5000,0.4000,999,-26.7630
0.5000,0.4000,2024,-37.4809
0.5000,0.4000,314,-11.0876
0.5000,0.4000,1066,-28.0596
0.5000,0.4000,53,-28.2541
0.5000,0.4000,160,-9.9203
0.5000,0.4000,1031,-35.8268
0.0000,0.4500,42,86.2509
0.0000,0.4500,123,86.2698
0.0000,0.4500,777,86.2059
0.0000,0.4500,999,86.2577
0.0000,0.4500,2024,86.2679
0.0000,0.4500,314,86.2741
0.0000,0.4500,1066,86.2530
0.0000,0.4500,53,85.9112
0.0000,0.4500,160,86.2376
0.0000,0.4500,1031,86.2576
0.0714,0.4500,42,68.2153
0.0714,0.4500,123,64.1643
0.0714,0.4500,777,67.0054
0.0714,0.4500,999,68.4770
0.0714,0.4500,2024,70.5298
0.0714,0.4500,314,64.2194
0.0714,0.4500,1066,62.9003
0.0714,0.4500,53,71.9537
0.0714,0.4500,160,67.4473
0.0714,0.4500,1031,63.9340
0.1429,0.4500,42,50.4738
0.1429,0.4500,123,48.1096
0.1429,0.4500,777,42.5694
0.1429,0.4500,999,55.4409
0.1429,0.4500,2024,42.3325
0.1429,0.4500,314,37.4565
0.1429,0.4500,1066,48.6675
0.1429,0.4500,53,54.0966
0.1429,0.4500,160,54.6586
0.1429,0.4500,1031,31.5339
0.2143,0.4500,42,42.6938
0.2143,0.4500,123,40.2100
0.2143,0.4500,777,33.5638
0.2143,0.4500,999,24.2697
0.2143,0.4500,2024,23.1905
0.2143,0.4500,314,28.0416
0.2143,0.4500,1066,9.9113
0.2143,0.4500,53,39.2281
0.2143,0.4500,160,43.9798
0.2143,0.4500,1031,21.3746
0.2857,0.4500,42,23.4061
0.2857,0.4500,123,23.1206
0.2857,0.4500,777,26.4576
0.2857,0.4500,999,25.7841
0.2857,0.4500,2024,19.5384
0.2857,0.4500,314,16.7465
0.2857,0.4500,1066,27.2191
0.2857,0.4500,53,17.7825
0.2857,0.4500,160,23.0812
0.2857,0.4500,1031,-7.4843
0.3571,0.4500,42,5.7532
0.3571,0.4500,123,3.8268
0.3571,0.4500,777,1.0530
0.3571,0.4500,999,5.9517
0.3571,0.4500,2024,10.6375
0.3571,0.4500,314,4.0067
0.3571,0.4500,1066,15.7297
0.3571,0.4500,53,10.8563
0.3571,0.4500,160,11.0418
0.3571,0.4500,1031,-15.2342
0.4286,0.4500,42,-15.6557
0.4286,0.4500,123,2.1086
0.4286,0.4500,777,2.1622
0.4286,0.4500,999,-4.2806
0.4286,0.4500,2024,3.3614
0.4286,0.4500,314,1.0091
0.4286,0.4500,1066,4.2131
0.4286,0.4500,53,-2.3601
0.4286,0.4500,160,1.1047
0.4286,0.4500,1031,-2.3686
0.5000,0.4500,42,-12.7678
0.5000,0.4500,123,-7.1069
0.5000,0.4500,777,-11.0828
0.5000,0.4500,999,-14.7665
0.5000,0.4500,2024,-10.8937
0.5000,0.4500,314,-15.5308
0.5000,0.4500,1066,-5.8306
0.5000,0.4500,53,-21.3874
0.5000,0.4500,160,-8.7865
0.5000,0.4500,1031,1.1741
